,amp,batch_size,bss_reg,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,model,momentum,opt,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,sched,smoothing,sp_reg,stoch_norm,warmup_epochs,warmup_lr,weight_decay,data_augmentation,opt_betas,auto_augment
71912681975695240,False,64,0.0,,4.0,1.0,0.0,0.1,0.01,0.3,,False,0.001,4.0,0.75,mobilevit_xxs,0.9,adamp,2,0.0,8,2,plateau,0.0,0.01,False,10,0.0,0.0,auto_augment,"(0.9, 0.99)",original
23562858541760061,True,256,0.001,,2.0,0.1,10.0,0.5,0.01,0.0,0.75,True,5e-05,0.4,0.25,edgenext_xx_small,0.9,adam,10,0.4,8,2,multistep,0.05,0.0,False,5,1e-06,0.0,trivial_augment,"(0.9, 0.999)",
6988221335189363,True,8,0.0001,,1.0,0.0,0.0,0.1,0.0001,0.4,0.65,False,0.0005,0.0,0.75,beit_base_patch16_384,0.9,adam,10,1.0,8,2,cosine,0.1,0.0,True,5,0.0,0.0,none,"(0.9, 0.999)",
116294734516152495,True,4,0.1,10.0,1.0,0.25,10.0,0.5,0.0,0.1,,False,0.0005,4.0,0.0,volo_d3_448,0.95,momentum,10,1.0,8,2,step,0.05,0.0001,False,5,0.0,0.001,none,,
110962815358854118,False,8,0.01,,2.0,2.0,0.0,0.1,0.001,0.3,0.75,True,0.001,4.0,1.0,xcit_nano_12_p8_384_dist,0.9,adamw,10,1.0,17,3,cosine,0.0,0.0001,True,5,0.0,1e-05,random_augment,"(0.0, 0.99)",
12790324364202749,True,64,0.0001,1.0,4.0,0.25,20.0,0.1,0.01,0.4,0.75,False,1e-05,4.0,0.5,xcit_tiny_24_p8_384_dist,0.9,adam,10,1.0,8,2,step,0.05,0.001,False,5,1e-06,0.0001,trivial_augment,"(0.9, 0.999)",
13849248986575189,True,16,0.1,,2.0,0.25,0.0,0.1,0.001,0.4,,False,0.0001,8.0,1.0,convnext_small_384_in22ft1k,0.9,adamp,10,0.6,8,2,cosine,0.0,0.01,False,10,0.0,1e-05,none,"(0.0, 0.99)",
201582014158993270,False,8,0.001,10.0,0.0,2.0,0.0,0.1,0.01,0.1,,True,0.001,8.0,0.0,xcit_nano_12_p8_384_dist,0.9,adamw,2,0.0,17,3,plateau,0.0,0.0001,True,10,0.0,0.0,random_augment,"(0.9, 0.999)",
117876058463651427,True,32,0.0001,,0.0,1.0,10.0,0.5,0.0,0.4,0.75,False,0.0001,8.0,0.25,volo_d5_512,0.9,adam,10,1.0,8,2,multistep,0.1,0.0001,True,10,0.0,0.0001,none,"(0.0, 0.999)",
54335137679513974,False,64,0.01,1.0,0.5,0.1,0.0,0.1,0.1,0.4,0.65,False,5e-05,1.0,0.75,xcit_nano_12_p8_384_dist,0.9,adam,5,1.0,8,2,plateau,0.05,0.0001,False,10,0.0,1e-05,none,"(0.9, 0.99)",
228467055243603528,False,2,0.0001,,2.0,0.0,0.0,0.1,0.0001,0.4,0.75,False,0.01,1.0,0.25,convnext_small_384_in22ft1k,0.9,adamw,5,0.0,17,3,plateau,0.0,0.01,True,5,0.0,0.01,random_augment,"(0.9, 0.999)",
70783704464291475,True,256,0.0,10.0,4.0,0.25,0.0,0.1,0.001,0.2,,True,0.0001,2.0,0.75,dla46x_c,0.95,momentum,10,0.4,17,2,cosine,0.0,0.01,True,0,1e-06,1e-05,random_augment,,
37857181807167076,False,64,0.001,,4.0,0.25,0.0,0.1,0.0001,0.4,0.75,False,0.01,2.0,0.5,dla46x_c,0.99,momentum,10,0.0,8,2,cosine,0.05,0.01,False,0,0.0,1e-05,trivial_augment,,
55731266328233240,False,32,0.1,10.0,4.0,0.0,0.0,0.1,0.0,0.2,,True,0.0001,8.0,0.25,xcit_nano_12_p8_384_dist,0.9,adamw,10,0.8,17,2,cosine,0.1,0.1,False,10,0.0,0.0,random_augment,"(0.9, 0.99)",
14215514056358986,False,64,0.001,10.0,2.0,0.0,10.0,0.1,0.001,0.1,0.65,False,0.0005,0.4,0.25,volo_d3_448,0.9,sgd,10,1.0,8,2,step,0.05,0.001,True,5,1e-06,1e-05,auto_augment,,v0
236868853075780774,False,8,0.0,10.0,1.0,0.1,0.0,0.1,0.0001,0.3,0.75,True,0.0005,0.4,0.75,edgenext_xx_small,0.9,adamp,5,0.2,17,3,plateau,0.0,0.01,True,0,1e-06,0.01,random_augment,"(0.0, 0.99)",
71711425336883760,False,2,0.0,,2.0,1.0,10.0,0.5,0.1,0.2,,False,0.001,0.0,0.25,tf_efficientnet_b6_ns,0.9,adamw,10,1.0,8,2,step,0.1,0.1,True,0,0.0,0.0,auto_augment,"(0.9, 0.999)",original
9037227492454826,False,4,0.01,10.0,1.0,4.0,0.0,0.1,0.001,0.3,,True,0.01,4.0,0.75,mobilevit_xs,0.9,sgd,10,0.6,8,2,cosine,0.05,0.001,False,0,1e-05,0.1,auto_augment,,v0
141361460146539266,False,256,0.1,10.0,0.0,0.5,0.0,0.1,0.001,0.4,,True,0.0005,0.0,0.25,edgenext_small,0.0,momentum,5,1.0,8,2,plateau,0.0,0.001,False,0,1e-05,0.001,auto_augment,,original
122776866882623355,True,256,0.0,10.0,2.0,0.1,20.0,0.5,0.0,0.4,,True,0.01,0.0,0.25,edgenext_small,0.9,adamw,10,0.8,8,2,multistep,0.05,0.01,False,10,1e-05,0.1,none,"(0.0, 0.999)",
84643903418508062,False,32,0.01,10.0,0.5,0.25,10.0,0.5,0.01,0.3,0.75,True,0.0005,0.0,0.25,edgenext_x_small,0.9,adamp,10,1.0,8,2,step,0.1,0.0001,False,0,1e-05,0.001,trivial_augment,"(0.9, 0.99)",
45306941325607759,True,128,0.001,10.0,4.0,0.0,20.0,0.1,0.0,0.3,,False,0.0001,4.0,0.0,mobilevitv2_075,0.9,adam,10,0.4,8,2,multistep,0.1,0.1,True,5,1e-06,0.0001,trivial_augment,"(0.0, 0.99)",
4555255748237432,False,32,0.01,1.0,4.0,0.0,0.0,0.1,0.1,0.0,,True,1e-05,0.2,0.75,dla46x_c,0.0,momentum,2,0.4,8,2,plateau,0.05,0.01,False,0,1e-06,0.0001,none,,
80635916635100724,False,128,0.1,1.0,0.0,1.0,0.0,0.1,0.0001,0.1,,False,0.001,4.0,0.0,edgenext_x_small,0.9,adam,10,0.8,8,2,cosine,0.1,0.1,False,0,1e-05,0.0,none,"(0.0, 0.999)",
18309002406717480,False,16,0.01,1.0,4.0,0.25,0.0,0.1,0.1,0.1,,True,0.005,1.0,1.0,edgenext_x_small,0.0,momentum,10,0.6,8,2,cosine,0.05,0.0,False,10,1e-06,0.01,auto_augment,,original
2072015844900528,False,128,0.001,10.0,0.0,0.25,0.0,0.1,0.001,0.3,0.65,False,5e-05,8.0,1.0,mobilevitv2_075,0.9,adamw,10,0.6,8,2,cosine,0.0,0.01,True,5,1e-06,0.01,none,"(0.9, 0.999)",
30246303084465863,True,64,0.1,10.0,0.0,0.1,0.0,0.1,0.0001,0.3,0.75,False,5e-05,0.2,1.0,deit3_small_patch16_384_in21ft1k,0.9,adamw,10,0.6,8,2,cosine,0.0,0.0001,True,0,1e-06,1e-05,trivial_augment,"(0.0, 0.999)",
4966627362348150,False,2,0.0,,0.0,2.0,0.0,0.1,0.01,0.2,0.75,False,0.01,4.0,0.5,edgenext_x_small,0.9,sgd,10,0.8,8,2,cosine,0.0,0.0001,False,0,1e-05,0.0001,none,,
36548336061339890,False,256,0.001,,1.0,2.0,0.0,0.1,0.1,0.2,0.65,False,1e-05,1.0,0.75,dla46x_c,0.9,adamw,10,0.4,8,2,cosine,0.0,0.0001,True,0,0.0,0.0001,auto_augment,"(0.0, 0.99)",v0
14623876335688442,False,32,0.01,,4.0,1.0,0.0,0.1,0.0,0.2,0.65,False,0.0001,0.2,1.0,edgenext_x_small,0.9,adamw,10,0.0,9,2,cosine,0.1,0.1,False,5,1e-05,1e-05,random_augment,"(0.0, 0.99)",
34430209119929001,True,4,0.0001,,4.0,0.1,20.0,0.1,0.1,0.3,0.75,False,1e-05,4.0,1.0,volo_d5_448,0.9,adam,10,0.8,8,2,multistep,0.1,0.1,False,5,1e-06,0.01,auto_augment,"(0.9, 0.999)",v0
69759838134206226,False,2,0.001,1.0,0.0,0.1,0.0,0.1,0.01,0.2,0.65,False,1e-05,2.0,0.5,mobilevitv2_075,0.9,momentum,10,0.8,8,2,cosine,0.1,0.1,True,10,1e-06,0.0001,auto_augment,,original
407099514157297347,True,4,0.01,1.0,0.0,4.0,10.0,0.5,0.1,0.1,0.75,False,0.0001,4.0,0.5,edgenext_x_small,0.9,adamp,10,1.0,17,3,step,0.1,0.1,False,5,1e-06,0.01,random_augment,"(0.9, 0.999)",
429278338240815820,False,8,0.001,10.0,0.0,0.25,10.0,0.1,0.0,0.1,0.65,False,1e-05,2.0,0.25,xcit_small_12_p8_384_dist,0.9,adamp,10,0.6,17,3,step,0.0,0.01,False,10,1e-05,0.0,random_augment,"(0.0, 0.99)",
53364747122016973,True,16,0.001,10.0,0.0,0.0,0.0,0.1,0.01,0.0,0.65,False,0.005,0.2,1.0,xcit_small_12_p8_384_dist,0.9,momentum,2,0.8,8,2,plateau,0.1,0.0001,True,5,1e-06,0.0001,none,,
7651635619774386,False,128,0.01,1.0,4.0,0.25,0.0,0.1,0.0,0.4,0.65,False,0.01,2.0,0.0,mobilevit_xxs,0.9,sgd,10,0.2,8,2,cosine,0.0,0.0,False,0,1e-05,0.0,trivial_augment,,
47986509763101937,True,128,0.01,1.0,4.0,4.0,20.0,0.1,0.001,0.3,,False,1e-05,8.0,0.75,edgenext_small,0.9,adamp,10,0.4,8,2,step,0.05,0.01,True,5,1e-06,0.0,none,"(0.0, 0.99)",
17099182254018817,True,2,0.001,,4.0,0.5,0.0,0.1,0.1,0.2,,True,1e-05,1.0,0.0,volo_d5_512,0.9,adamp,10,1.0,8,2,cosine,0.1,0.1,True,10,1e-06,0.1,trivial_augment,"(0.9, 0.99)",
252201287632278825,True,32,0.001,,4.0,1.0,20.0,0.5,0.01,0.0,0.65,True,0.01,4.0,0.5,xcit_small_12_p8_384_dist,0.9,momentum,10,1.0,17,2,multistep,0.0,0.0,False,5,1e-05,0.1,random_augment,,
56756583738451307,True,64,0.001,1.0,0.5,1.0,0.0,0.1,0.001,0.4,0.65,False,5e-05,4.0,0.0,xcit_small_12_p8_384_dist,0.9,adam,10,1.0,17,2,cosine,0.0,0.01,False,0,0.0,0.1,random_augment,"(0.0, 0.999)",
114124178297478113,True,512,0.001,1.0,0.5,2.0,10.0,0.1,0.001,0.3,,False,0.01,0.2,0.5,edgenext_x_small,0.8,momentum,10,0.8,8,2,step,0.1,0.0001,True,5,1e-06,0.1,auto_augment,,original
116990054341112227,True,128,0.01,10.0,4.0,0.25,10.0,0.5,0.1,0.3,0.75,False,0.0005,2.0,0.25,mobilevit_xxs,0.95,momentum,10,0.0,8,2,multistep,0.1,0.001,True,10,1e-06,0.001,none,,
6941281170922835,True,8,0.0,10.0,0.0,0.1,0.0,0.1,0.01,0.1,0.65,True,0.0001,0.2,0.0,tf_efficientnet_b7_ns,0.9,adamp,2,1.0,9,2,plateau,0.05,0.001,False,5,0.0,0.0,random_augment,"(0.9, 0.999)",
5347103535230395,True,128,0.1,10.0,4.0,0.0,0.0,0.1,0.001,0.1,0.75,True,0.001,1.0,1.0,mobilevit_xxs,0.9,adam,10,0.0,8,2,cosine,0.05,0.0001,True,10,1e-05,0.0001,trivial_augment,"(0.9, 0.999)",
44052995405596454,False,32,0.001,10.0,4.0,2.0,0.0,0.1,0.01,0.0,0.75,True,1e-05,8.0,0.75,volo_d1_384,0.0,momentum,5,0.8,8,2,plateau,0.0,0.0001,True,10,1e-06,0.001,none,,
5447715976329497,True,512,0.0,1.0,1.0,0.0,0.0,0.1,0.01,0.4,0.75,False,0.001,0.2,0.25,mobilevitv2_075,0.9,sgd,10,0.8,8,2,cosine,0.0,0.01,False,0,0.0,1e-05,trivial_augment,,
37991535935094186,False,16,0.0,10.0,0.0,0.0,0.0,0.1,0.0,0.1,0.75,True,0.0001,1.0,0.25,mobilevit_xs,0.99,momentum,2,0.4,8,2,plateau,0.0,0.001,False,5,0.0,1e-05,none,,
18501829870122218,False,4,0.001,1.0,1.0,4.0,10.0,0.5,0.0,0.1,,True,1e-05,4.0,0.5,tf_efficientnet_b4_ns,0.9,sgd,10,0.4,8,2,multistep,0.0,0.01,False,0,1e-05,0.01,trivial_augment,,
1490511563822563,True,16,0.001,10.0,1.0,2.0,0.0,0.1,0.001,0.0,,False,0.001,0.0,0.75,mobilevit_xxs,0.0,momentum,10,0.2,8,2,cosine,0.05,0.1,True,0,0.0,0.01,trivial_augment,,
90440257662324883,True,2,0.1,10.0,4.0,2.0,20.0,0.5,0.0001,0.1,,False,1e-05,0.0,1.0,xcit_nano_12_p8_384_dist,0.9,adam,10,0.2,8,2,multistep,0.0,0.01,True,10,1e-05,0.1,none,"(0.9, 0.99)",
9687310738625420,False,32,0.1,1.0,0.0,1.0,0.0,0.1,0.01,0.3,0.75,False,0.0001,1.0,0.75,edgenext_small,0.9,adamp,10,0.4,8,2,cosine,0.1,0.0,True,5,0.0,0.01,trivial_augment,"(0.0, 0.99)",
20072281044960060,False,16,0.01,,0.0,1.0,10.0,0.5,0.001,0.1,0.75,False,5e-05,0.4,1.0,beit_base_patch16_384,0.9,sgd,10,0.6,8,2,multistep,0.1,0.001,True,5,1e-05,0.001,none,,
12890780295830667,True,32,0.0001,10.0,2.0,0.5,20.0,0.1,0.001,0.0,,False,0.0001,0.2,0.25,xcit_nano_12_p8_384_dist,0.9,sgd,10,0.4,8,2,multistep,0.0,0.1,True,5,1e-06,0.0001,none,,
7586015080557520,False,64,0.0,,2.0,0.5,0.0,0.1,0.1,0.3,0.75,True,0.005,0.0,0.25,edgenext_small,0.9,adam,2,0.6,8,2,plateau,0.05,0.0,True,10,1e-06,0.0,trivial_augment,"(0.9, 0.999)",
119531932836568131,True,4,0.0001,10.0,4.0,0.25,0.0,0.1,0.0001,0.2,,False,0.0005,0.2,1.0,mobilevit_xxs,0.9,adamw,5,0.4,8,2,plateau,0.0,0.001,True,5,1e-06,1e-05,auto_augment,"(0.9, 0.999)",original
145522873768578,False,16,0.1,,0.0,0.5,0.0,0.1,0.0,0.0,0.75,True,0.01,8.0,0.75,mobilevit_xs,0.9,adamp,10,0.4,8,2,cosine,0.1,0.1,True,0,0.0,0.1,trivial_augment,"(0.9, 0.999)",
8046876844440158,False,256,0.01,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.75,False,5e-05,1.0,0.25,mobilevit_xxs,0.9,sgd,10,0.4,8,2,cosine,0.05,0.0001,True,10,1e-05,0.0,none,,
71115688616572802,False,4,0.0,,0.0,0.5,10.0,0.5,0.01,0.3,0.75,False,5e-05,8.0,0.25,xcit_tiny_12_p8_384_dist,0.9,adamp,10,0.2,8,2,step,0.0,0.0,False,0,1e-05,1e-05,auto_augment,"(0.9, 0.999)",original
55880183411407532,False,4,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.2,0.75,False,5e-05,2.0,0.5,tf_efficientnet_b6_ns,0.9,sgd,2,0.8,17,3,plateau,0.05,0.1,False,0,1e-06,0.0,random_augment,,
16533979726710258,False,2,0.0001,10.0,2.0,4.0,0.0,0.1,0.0001,0.0,0.65,False,0.0005,8.0,0.75,volo_d4_448,0.0,momentum,10,1.0,8,2,cosine,0.0,0.001,False,10,0.0,0.1,auto_augment,,original
20777096119955184,False,2,0.01,10.0,0.0,0.1,10.0,0.5,0.001,0.2,,False,0.005,4.0,0.25,xcit_nano_12_p8_384_dist,0.9,sgd,10,0.2,8,2,multistep,0.1,0.1,False,0,1e-06,0.0001,none,,
28403628586384829,True,8,0.01,10.0,1.0,0.1,20.0,0.5,0.0001,0.4,0.75,False,0.0001,8.0,0.5,edgenext_small,0.9,adamw,10,0.2,9,2,multistep,0.0,0.01,False,0,0.0,0.0001,random_augment,"(0.9, 0.999)",
13788552269058479,True,512,0.1,10.0,2.0,2.0,0.0,0.1,0.1,0.0,0.65,True,5e-05,4.0,0.5,edgenext_x_small,0.9,adamw,10,1.0,8,2,cosine,0.0,0.1,True,5,0.0,1e-05,trivial_augment,"(0.0, 0.99)",
18497538368178830,False,32,0.1,,0.0,0.1,0.0,0.1,0.01,0.1,0.75,True,0.001,0.4,0.25,mobilevit_xs,0.9,momentum,2,0.0,8,2,plateau,0.1,0.001,False,0,1e-05,0.01,none,,
46068240379095309,True,4,0.001,10.0,1.0,4.0,0.0,0.1,0.0,0.3,0.65,True,0.0001,0.2,0.5,volo_d1_384,0.9,adam,5,0.6,8,2,plateau,0.05,0.0,False,5,0.0,1e-05,trivial_augment,"(0.0, 0.99)",
38505730915381761,True,32,0.1,1.0,1.0,0.1,10.0,0.1,0.0001,0.2,0.65,False,0.0001,1.0,0.0,edgenext_x_small,0.9,adamp,10,0.4,9,2,multistep,0.05,0.0001,True,5,1e-06,1e-05,random_augment,"(0.0, 0.99)",
32263590957540452,False,32,0.01,10.0,2.0,0.5,20.0,0.1,0.0,0.3,,False,1e-05,1.0,0.0,edgenext_x_small,0.9,sgd,10,0.6,8,2,step,0.05,0.0,False,10,1e-05,0.0,none,,
4886933402435780,False,4,0.0001,10.0,4.0,0.5,0.0,0.1,0.0,0.4,0.65,False,5e-05,0.4,0.75,volo_d1_384,0.9,sgd,10,0.0,8,2,cosine,0.1,0.0,True,10,1e-06,0.0001,trivial_augment,,
185883899598492055,True,16,0.0001,1.0,1.0,0.25,10.0,0.5,0.0001,0.3,0.75,True,5e-05,8.0,0.0,edgenext_x_small,0.9,adamw,10,1.0,17,2,multistep,0.1,0.1,True,10,1e-06,0.0,random_augment,"(0.0, 0.99)",
23955134298180396,False,16,0.0,1.0,0.0,0.25,0.0,0.1,0.001,0.3,,True,5e-05,2.0,0.75,mobilevit_xxs,0.9,adamw,10,0.6,8,2,cosine,0.1,0.0001,True,0,1e-05,0.0,none,"(0.9, 0.99)",
29111347575858377,True,64,0.001,1.0,1.0,0.1,0.0,0.1,0.0,0.2,0.75,False,1e-05,0.4,0.5,volo_d3_448,0.8,momentum,10,1.0,8,2,cosine,0.05,0.0,False,10,1e-06,0.0001,none,,
90559976997193356,False,128,0.01,,1.0,0.25,20.0,0.5,0.001,0.0,0.65,False,0.01,4.0,0.5,xcit_tiny_12_p8_384_dist,0.9,adamw,10,1.0,8,2,step,0.0,0.0001,True,0,0.0,0.01,trivial_augment,"(0.9, 0.99)",
22611614587472191,True,128,0.0001,1.0,0.5,2.0,10.0,0.5,0.001,0.0,0.65,True,1e-05,4.0,0.25,mobilevit_xxs,0.9,sgd,10,0.4,8,2,step,0.0,0.001,True,0,1e-05,1e-05,trivial_augment,,
80724135246769277,True,512,0.0,,2.0,1.0,20.0,0.1,0.001,0.2,,False,0.0005,0.0,0.75,mobilevit_xs,0.9,adamw,10,1.0,8,2,multistep,0.05,0.0,False,5,1e-05,0.0,trivial_augment,"(0.9, 0.99)",
107399002722311847,True,4,0.01,1.0,0.0,4.0,20.0,0.1,0.001,0.2,,False,5e-05,4.0,0.0,xcit_small_12_p8_384_dist,0.9,adamp,10,0.8,8,2,multistep,0.05,0.01,True,5,1e-06,0.01,none,"(0.0, 0.999)",
8956861471012519,True,2,0.0001,,0.0,1.0,0.0,0.1,0.1,0.3,,False,0.01,1.0,0.0,convnext_small_384_in22ft1k,0.9,sgd,10,0.2,17,2,cosine,0.0,0.001,True,10,1e-06,0.1,random_augment,,
310536177663125774,False,4,0.1,,0.0,0.1,10.0,0.1,0.0,0.4,,False,0.0005,0.2,0.75,beit_base_patch16_384,0.9,adamp,10,0.8,8,2,step,0.05,0.01,True,10,1e-05,0.01,auto_augment,"(0.0, 0.999)",original
7626463196073797,True,64,0.001,1.0,2.0,1.0,0.0,0.1,0.0,0.2,0.75,False,0.005,8.0,0.25,edgenext_xx_small,0.9,sgd,10,0.0,8,2,cosine,0.05,0.01,True,10,1e-06,0.0,trivial_augment,,
96624991338002210,False,4,0.0001,,1.0,0.1,0.0,0.1,0.01,0.2,0.75,False,0.005,0.4,0.0,edgenext_xx_small,0.9,adamp,10,0.8,9,3,cosine,0.05,0.0,False,10,1e-06,0.0,random_augment,"(0.0, 0.999)",
5772784237039792,False,64,0.1,1.0,0.5,0.1,0.0,0.1,0.0,0.2,0.75,False,5e-05,8.0,0.25,dla46x_c,0.9,sgd,10,0.8,8,2,cosine,0.1,0.1,False,10,0.0,1e-05,none,,
55633142574314592,False,16,0.001,,0.0,0.0,10.0,0.5,0.1,0.0,0.75,True,5e-05,4.0,0.5,tf_efficientnet_b4_ns,0.9,sgd,10,0.8,8,2,step,0.0,0.01,True,5,0.0,0.0,none,,
45587264315390815,True,128,0.1,1.0,1.0,2.0,20.0,0.1,0.0,0.0,0.75,True,0.01,8.0,0.75,mobilevit_xs,0.9,sgd,10,0.8,8,2,multistep,0.05,0.01,True,0,1e-05,0.0001,auto_augment,,original
33661241694770805,True,32,0.001,,2.0,2.0,0.0,0.1,0.1,0.3,0.65,False,0.005,1.0,0.5,volo_d1_384,0.9,adam,5,1.0,8,2,plateau,0.05,0.01,False,10,1e-05,0.1,none,"(0.9, 0.999)",
35109295582292090,False,32,0.1,,2.0,0.5,20.0,0.1,0.0001,0.4,0.75,True,0.01,2.0,0.25,edgenext_xx_small,0.9,sgd,10,0.8,8,2,step,0.0,0.0,False,0,0.0,0.001,auto_augment,,v0
125541362257293864,False,128,0.1,1.0,1.0,0.0,20.0,0.1,0.0001,0.3,0.75,False,1e-05,2.0,0.75,mobilevit_xxs,0.9,adam,10,0.8,8,2,step,0.1,0.001,True,10,1e-05,0.001,none,"(0.0, 0.99)",
122131119410580090,False,128,0.0001,10.0,4.0,0.5,20.0,0.1,0.01,0.2,,True,0.0005,0.0,0.5,edgenext_xx_small,0.9,adamp,10,0.0,8,2,multistep,0.05,0.0,False,5,1e-06,0.1,none,"(0.0, 0.99)",
29540431507335375,True,4,0.1,1.0,2.0,2.0,0.0,0.1,0.1,0.3,0.65,True,0.0005,0.2,1.0,convnext_small_384_in22ft1k,0.95,momentum,2,1.0,8,2,plateau,0.1,0.01,True,5,1e-05,0.0001,trivial_augment,,
79940691890258691,True,4,0.0001,10.0,1.0,1.0,0.0,0.1,0.1,0.2,,True,5e-05,0.0,0.5,dla46x_c,0.9,adamp,10,0.6,8,2,cosine,0.05,0.01,True,5,0.0,0.0,none,"(0.0, 0.999)",
485179861788152241,True,256,0.001,1.0,0.0,1.0,20.0,0.5,0.0001,0.0,,False,0.01,1.0,1.0,mobilevit_xxs,0.9,adamp,10,0.6,17,3,multistep,0.0,0.1,True,10,0.0,0.0,random_augment,"(0.9, 0.99)",
35017225155671652,False,2,0.1,1.0,1.0,1.0,0.0,0.1,0.1,0.4,0.75,False,0.0005,0.4,0.0,tf_efficientnet_b7_ns,0.9,adamp,10,0.6,8,2,cosine,0.0,0.1,False,10,1e-05,0.01,auto_augment,"(0.0, 0.99)",v0
114910586896779442,False,64,0.1,,2.0,1.0,10.0,0.1,0.0001,0.3,,False,5e-05,8.0,0.0,xcit_tiny_12_p8_384_dist,0.9,adamp,10,1.0,8,2,multistep,0.0,0.1,True,0,0.0,0.01,auto_augment,"(0.0, 0.99)",original
17381618467976701,True,2,0.0,,0.0,0.0,10.0,0.5,0.0001,0.0,,False,5e-05,4.0,1.0,deit3_small_patch16_384_in21ft1k,0.9,sgd,10,0.4,9,2,multistep,0.05,0.01,True,5,1e-05,0.1,random_augment,,
11830046772594211,True,16,0.01,,0.0,2.0,20.0,0.1,0.01,0.1,0.65,False,0.005,0.4,0.75,edgenext_small,0.9,adamp,10,0.8,8,2,step,0.05,0.01,True,0,1e-05,0.001,none,"(0.9, 0.999)",
219493914398270591,True,8,0.001,1.0,2.0,0.1,20.0,0.5,0.01,0.4,0.75,False,1e-05,0.2,0.25,xcit_nano_12_p8_384_dist,0.9,adamp,10,0.6,17,2,step,0.0,0.0,False,10,1e-06,0.1,random_augment,"(0.9, 0.99)",
45668496974972408,False,32,0.0,10.0,0.5,2.0,0.0,0.1,0.1,0.1,,True,0.001,1.0,0.25,tf_efficientnet_b6_ns,0.9,adam,5,1.0,8,2,plateau,0.1,0.01,False,5,1e-05,0.0001,none,"(0.0, 0.99)",
48488535493311838,False,8,0.01,1.0,1.0,0.1,0.0,0.1,0.0001,0.3,0.65,False,0.001,8.0,0.25,xcit_tiny_12_p8_384_dist,0.9,adam,5,0.4,8,2,plateau,0.1,0.0001,False,10,1e-05,0.0,none,"(0.0, 0.99)",
2736189160872016,False,8,0.1,1.0,0.0,0.25,0.0,0.1,0.0001,0.2,0.65,False,0.001,1.0,1.0,beit_base_patch16_384,0.9,sgd,10,0.8,8,2,cosine,0.05,0.001,False,0,0.0,0.001,none,,
430129790658534210,False,16,0.01,10.0,0.5,0.0,20.0,0.1,0.0001,0.3,,False,5e-05,0.2,1.0,beit_base_patch16_384,0.9,adamw,10,1.0,17,3,multistep,0.1,0.1,True,5,1e-06,0.1,random_augment,"(0.0, 0.99)",
128448455123665927,True,2,0.001,1.0,0.0,0.5,0.0,0.1,0.01,0.0,0.65,True,0.01,8.0,0.0,convnext_small_384_in22ft1k,0.9,adamp,5,0.2,8,2,plateau,0.05,0.0001,False,5,0.0,0.0,none,"(0.0, 0.99)",
38166021546762665,True,64,0.01,,0.0,4.0,10.0,0.1,0.001,0.0,0.75,False,0.0001,2.0,0.25,volo_d1_384,0.9,sgd,10,1.0,17,2,multistep,0.1,0.01,False,10,0.0,1e-05,random_augment,,
62628707092681192,False,8,0.0001,10.0,1.0,4.0,0.0,0.1,0.0,0.1,0.65,False,5e-05,0.4,0.25,volo_d5_512,0.9,adamw,10,1.0,8,2,cosine,0.05,0.1,False,0,1e-06,1e-05,auto_augment,"(0.9, 0.99)",v0
34381420057110788,False,32,0.0,,4.0,4.0,0.0,0.1,0.001,0.4,0.75,False,0.0001,0.2,0.5,xcit_nano_12_p8_384_dist,0.9,adamw,5,1.0,8,2,plateau,0.05,0.0001,False,5,1e-06,0.01,none,"(0.9, 0.999)",
6080664923201845,True,2,0.01,10.0,2.0,2.0,0.0,0.1,0.001,0.1,,False,5e-05,0.0,1.0,xcit_tiny_12_p8_384_dist,0.9,sgd,2,0.6,8,2,plateau,0.0,0.0,True,5,1e-06,1e-05,trivial_augment,,
19179061869450531,True,4,0.0001,1.0,0.5,1.0,0.0,0.1,0.01,0.2,0.65,False,0.0005,4.0,1.0,edgenext_small,0.9,adamw,10,0.4,8,2,cosine,0.05,0.01,True,5,0.0,0.001,auto_augment,"(0.9, 0.999)",original
33488778399351810,False,16,0.01,10.0,0.5,0.5,10.0,0.1,0.0001,0.0,0.75,False,0.01,0.4,0.25,deit3_small_patch16_384_in21ft1k,0.9,adamp,10,0.4,8,2,step,0.0,0.001,False,5,1e-05,0.1,trivial_augment,"(0.0, 0.99)",
9152338940101984,False,8,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.2,0.65,False,0.001,0.0,0.5,tf_efficientnet_b4_ns,0.9,adamw,10,0.6,8,2,cosine,0.0,0.0,False,5,1e-05,0.1,auto_augment,"(0.9, 0.999)",v0
42080575747534214,False,256,0.0,10.0,0.5,0.0,20.0,0.1,0.01,0.3,,True,0.001,8.0,0.5,dla46x_c,0.9,adamp,10,0.6,8,2,step,0.1,0.1,False,5,0.0,0.01,auto_augment,"(0.9, 0.999)",original
36947853159447321,True,32,0.1,1.0,0.0,0.5,0.0,0.1,0.1,0.2,,True,0.001,4.0,1.0,beit_base_patch16_384,0.9,adam,10,1.0,17,2,cosine,0.1,0.001,False,0,1e-06,0.0001,random_augment,"(0.9, 0.999)",
